Araç Markası,Araç Yorumları
dacia-yorumlari,"
Bu araç satılıyor ama tüketici anketi neden yok sözüm Dacia yetkililerine...
"
dacia-yorumlari,"
Uygun fiyatı ile hem ticari hem de geniş ailelerin kullanımı için üretilmiş.
"
dacia-yorumlari,"
Arkası yurt dışındaki cenaze arabalarına benziyor
"
dacia-yorumlari,"
Önü basık arkası kalkık gibi bir araba
"
dacia-yorumlari,"
Bence cenaze araçlarına benziyor
"
dacia-yorumlari,"
Ses yalıtımı çok iyi değil.İç ve dış tasarımı çok güzel. Performansı da güzel.4 hafta önce satın aldım şuan ki izlenimlerime göre oldukça memnunum.
"
dacia-yorumlari,"
Yakıt olarak çok ekonomik.Yol tutuşu iyi.Rampalarda bayılmıyor.10 gün önce aldık çok memnunuz.
"
dacia-yorumlari,"
Otomatik vitesinin çıkması ve Dacianın kendini bir çok yönüyle geliştirmesi gerekiyor.
"
dacia-yorumlari,"
Otomatik vitesi çıkarsa süper olacak. Sabırsızlıkla bekliyoruz.
"
dacia-yorumlari,"
Genişliği ve kullanımı çok güzel.Bagaj hacmi oldukça geniş ve yeterli.Bence dış görünümü de muhteşem olmuş.Benim aracım siyah ve gören hayran kalıyor.
"
dacia-yorumlari,"
Bu dacia sağlam bir araba değil bence kazada yüklendin mi gidi vermiyor araba
"
dacia-yorumlari,"
Aracın güvenlik seviyesi yeterince iyi değil
"
dacia-yorumlari,"
güzel araç normal beklentide kullanışlı tercih edilebilir
"
dacia-yorumlari,"
konfor sıfır,ses alıyor ,çok sarsıntılı
"
dacia-yorumlari,"
Çok konfor bekleyenler için hayal kırıklığı yaşayabilir
"
dacia-yorumlari,"
Yaklaşık 2 yıldır benzinli kullanıyorum mükemmel bir araç
"
dacia-yorumlari,"
test sürüşü yapın araç güven vermiyor malesef
"
dacia-yorumlari,"
Bence mükemmel bir araç
"
dacia-yorumlari,"
Engelliler için ideal bir araç bence sandalyeyi rahatlıkla içine koyabiliyorsunuz.Aracın içi geniş ve ferah, konforu da çok iyi.
"
dacia-yorumlari,"
Geniş ferah konforlu tam bir aile aracı almak isteyenlere tavsiye ederim
"
dacia-yorumlari,"
Engelli indirimiyle almak istiyorum fiyat ne kadar düşer bilgi verebilirmisin?
"
dacia-yorumlari,"
tek eksigi iç malzeme kalitesi biraz düşük onun dışında hersey cok güzel yol tutuşu, yakıt tüketimi. segmentleri neredeyse iki katı bence o kadar para vermeye gerek yok.En güzel yanı deger kaybetmiyor 2015 modelini 52000 tl almıstım şimdi satmaya kalsam neredeyse aldıgım fiyata satarım.
"
dacia-yorumlari,"
Arkadaşlar bu aracın vites gecişlerinde sorun var mı? sizce manuel mi otomotik mi?
"
dacia-yorumlari,"
Araçla ilgili hiç bir fikrim yok..esnafim ve ticari almak istiyorum.ötv ve kdv olmadan fiyat in 33 000 e düştüğü bu duydum.bilgisi olan var mi
"
dacia-yorumlari,"
Biraz konforsuz bir araç ama ucuz tabi paranız yoksa ama sıfır alacağım diyorsanız ozaman tabi alın ama paranız varsa güzel konforlu araba alacaksınız başka bir arabadan kullanın
"
dacia-yorumlari,"
Dacia modellerinin tutulan bir aracı ucuz az yakar ama teneke parcası bir araba bence
"
dacia-yorumlari,"
Yakıtı gayet az yakıyor ve kısa yolculuklar için kullanışlı bir araç
"
dacia-yorumlari,"
Çamurluk kenarları ve ön-arka tamponlarda yer alan karlık benzeri krom detaylar ve donanım olarak gayet iyi bir araç.
"
dacia-yorumlari,"
Kar ve çamurda gayet kullanışlı , uzun yol için ideal bir araç.Tasarımı mükemmel oluş ben beğendim arkadaşlar incelemenizi ve almanızı tavsiye ederim.
"
dacia-yorumlari,"
Fiyat gayet uygun tasarımı da güzel bir araç.
"
dacia-yorumlari,"
Bu aracın yakıt sistemi gayet uygun,kullanışlı, tasarımı gayet güzel bir araç
"
dacia-yorumlari,"
1.5laurette2014kullanıyorumşehiriçişehirdışıkarmayakıttüketimi5.3emsallerinegöreçokiyi
"
dacia-yorumlari,"
Bence yük aracı olarak ta kullanılır çünkü ticari araç olarak kullanılacak bir araç.
"
dacia-yorumlari,"
Fiyatı biraz daha az olsa aslında mantıklı araba. Fakat daha az tipsiz olamaz mıymış. Yandan bakınca beyaz renkli olanları tekerlek takılmış buzdolabına benziyor.
"
dacia-yorumlari,"
Bu araç ticari olarak mı geçiyor yardımcı olur musunuz
"
dacia-yorumlari,"
Aracın ruhsatında ticari olarak geçmesi dolayısı ile yılda 1 kere vizeye girmesi sıkıntısı haricinde genel olarak logan ile aynı olan araç
"
dacia-yorumlari,"
euro ncap çarpışma testinden 3 (evet üç) yıldız alan, yol tutuşu %27 olarak hesaplanan araçtır. yüksekte konumlandırılmış konserve kutusundan yapılmış gibi bir araba.
"
dacia-yorumlari,"
Baz model fiyatı seat ibiza baz model fiyatı ile aynı olan arabadır. Bu durumda daha oturaklı ve güvenli olan ibiza'yı tercih etmek daha mantıklı bir seçenek gibi durmaktadır.
"
dacia-yorumlari,"
Taksiciler için ideal Yakıttan da çok memlunum. Son yaptığım ölçümde 281 km'yi 52 TL'ye gittim(İstanbul bayram trafiği + Osman gaziden köprüsünden sonra ibre 130-170 arası + Klima açık). Arabanın içi ferah ve geniş. Bagajı da çok geniş.
"
dacia-yorumlari,"
2012 model sıfır aldığım..ve tekrar sıfırı ile değiştirmeyi düşündüğüm bir araç..uzun yol perfonmansı ve ideal yakıtı beni cezbediyor..en ucuza.en iyi binilecek araç tavsiye ederim.. yeni modellerde tek kusuru torpido üzerindeki ilave kaplama plastik..gaşka kusuru yok bence..
"
dacia-yorumlari,"
doker kullanıyorum ıyıdır fakat aynaları kötu sıleceklrı kucuk bıraz daha buyuk ve kalıtelı olabılır aynalar cok zayıf gorus acısı dusuk bunun harıcınde ıyıdır
"
dacia-yorumlari,"
Çok fazla beklentiniz yoksa bu fiyata alınabilecek ideal bir araç. Yakıt performans olarak da memnun edeceğinden şüpheniz olmasın.
"
dacia-yorumlari,"
şirket arabası olarak almayı planlıyorum.Sizce şirket aracı olarak kullanılabilir bir araç mıdır?
"
dacia-yorumlari,"
5 aydır mvc kullanmaktayım.Benzinli modeli normalin biraz üstünde yakıt tüketiyor gibi.
"
dacia-yorumlari,"
Mesleğim gereği çekim setlerinde sık sık malzeme taşımam gerekiyor.Arka koltukları yatırdığımda bagajda çok geniş bir yer açılıyor.Çekim malzemelerimi çok rahat bagaja yerleştirebiliyorum.
"
dacia-yorumlari,"
köyde yaşamaktayım ve köy koşullarında yüksek bir araç kullanmam gerekiyordu.Fiyat olarak da gayet uygun olan Duster'dan gayet memnunum
"
dacia-yorumlari,"
şehir içi malzeme taşıyorum yakıtından ve performansından oldukça memnunum
"
dacia-yorumlari,"
uzun yollarda yolculuk yapacaksanız tercihinizi başka araçlardan yana kullanın derim
"
dacia-yorumlari,"
Hem 1.2 hem de benzinli olmasından dolayı 1.5 dizel modelini tercih edebilirsiniz. Aile kullanımına uygun ve Dacianın her zamanki sunduğu ucuz fiyatı birleştirmişler.
"
dacia-yorumlari,"
güzel arac
"
dacia-yorumlari,"
Fiyatı çok iyi ama 75 beygir olması ne kadar performans sunar o konuda şüphe bırakıyor çünkü yük taşıma amaçlı kullanılacak bir araç
"
dacia-yorumlari,"
Bu fiyata dizel,5 veya 7 koltuk,200-240 Nm civarında tork üreten 1.5 motor gerçekten iyi. Geniş aileler için de çok uygun.
"
dacia-yorumlari,"
4x2 ve 4x4 seçenekleri ve ideal tork ve beygir gücü değerleriyle bu fiyata sıfır bir araç için çok iyi. Çok kaliteli ve konforlu diyemeyiz belki ama fiyat-performans açısından tercih edilebilir.
"
dacia-yorumlari,"
5 koltuk için 800 lt bagaj hacmi sunuyormuş. Aile kullanımında bu gayet iyi. Dizel bir araç ve şehir içinde 5 lt civarında tüketimi var. Tork gücü çok yüksek değil ama ani hızlanmalarda güzel bir sonuç verir.
"
dacia-yorumlari,"
Saf ve güzel bir tasarım tam bir ticari araç
"
dacia-yorumlari,"
Fiyat/ işlevsellik/ yakıt açısından yerlerde sürünen ve Türkiye'nin düşük teknolojili araçların kazık fiyatlara satıldığı bir model olduğunu gösteren bir otomobildir.
"
dacia-yorumlari,"
Teneke ama uçanından.
"
dacia-yorumlari,"
Çok güçlü bir araç ve dacia modellerinde en iyisi bu araç bence.
"
dacia-yorumlari,"
Fiyat olarak uygun fakat güvenlik açısından sakıncalı gördüğüm otomobil.en küçük darbe kaportada eziklik oluşturabiliyor.
"
dacia-yorumlari,"
Bence güzel bir araç aile arabası yada ticari işlerle uğaşanlar içinde güzel.
"
dfsk-yorumlari,"
Engelli indirimi ile alınabiliyormu
"
dfsk-yorumlari,"
Araç ülke pazarına 400 bin ile giriş yaptı??????. Resmen sömürülüyoruz ??.
İnşallah, vergiler konusunda bir düzenleme olur.
Fiat ‘ı bile Bulgaristan’a ihraç ettiğimizde , oradakiler en dolu paketi 90-110 bin tl arasında alıyorken biz 220 üzeri ödüyoruz.
Gel de çıldırma, vergiler aşırı yüksek...
"
dfsk-yorumlari,"
Slm bende dfs pikap var birinci vitezden ikinçi viteze geçtiğinde devraç firen birbirinegiriyor gır gır ses çıkıyor nedeni nedir bana süyleyin Diyarbakır da ustası yok serviste yok 05375591321
"
dfsk-yorumlari,"
Ankara'da parça yok ön cam kapı sacı amartisor ön takım malzemeleri işin kötüsü sanayide İvedik'te Şaşmaz da muhatap yok
"
dfsk-yorumlari,"
kasa kısmı çok geniş istediğim kadar mal koyabiliyorum hele ev taşınıyorsa iyi iş görüyor
"
dfsk-yorumlari,"
Düğün dernek filminde tüpçü fikretin kullandığı araba değil mi bu ?asfdfshdg
"
ds-automobiles-yorumlari,"
2012 ds5 aldım 150 binde mükemmel araba 49 ıncu aracım her model ve markaya bindim 8 ay dan fazla sürmedi ama bunu asla satmam 2017 tam otomatik peşindeyim bulursam değiştiririm Öükemmel bir araç tavsiye ederim parça ve bakım sorunu yalamıyorum Muğladayım
"
ds-automobiles-yorumlari,"
Arkadaşlar benzinli olanini almayi düşünüyorum ama kafam çok karıştı... Çok sıkıntıli bir arac olduğu söyleniyor. Opel Astradan çok çektim. Bunun motorundan da sıkıntı yaşar mıyım. THP motorunu kullanan arkadaşlardan yardım istiyorum
"
ds-automobiles-yorumlari,"
3 aydir ds7 kullaniyorum.bundan once passat bmw 320 ve audi q5 kullandim.su an aractan cok memnunum.cok yuksek bir donanima sahip.her anlamda cok iyi bir arac .tavsiye ederim.
"
ds-automobiles-yorumlari,"
Dizel versiyonunun içi C200d, XC60d ve 3008d den daha gürültülü. Serviste ciddi problemleri var. O para ve o segment için hayal kırıklığı.
"
ds-automobiles-yorumlari,"
PSA grubu araç. Citroen'in yan sanayisi. Bu arabaya 1.5-2 milyon lira para verenin aklına tüküriyim.
"
ds-automobiles-yorumlari,"
X5 araç kullanıyordum ona kıyasla nasıl sizce
"
ds-automobiles-yorumlari,"
3.Yorum Devamı: 4 mod var araçta sen dizelde eko mod kullanıyorsan zaten bu araca layık değilsin. DS bu araç. Dacia değil. Sonuç; arkadaşlar siz ülkeye gelen suv adı altında bilinen markaların teneke veya içi boş araçları ile takılmaya devam edin. Ha trafikte SYR plaka siyan bir DS7 araca rastlarsanız. Selektör atın. Beraber biraz şov yapalım. Bir DS keyfinden ancak onu kullanan sürücüler anlar. Konfor ve spor modu candır. Gerisi heyecandır.
"
ds-automobiles-yorumlari,"
2.Yorum Devam. Ama o trafikte çoğuna tur bindirmişimdir bu araba ile. Bu araç segmentindeki suv araçları bu aracı kullanmaya başladıktan sonra artık araç diye saymıyorum bile. Şimdi yazdığıma belki inanmazsınız ama haftada en az bir kişi trafikte aracı soruyor. Siz ne derseniz deyin. Benim aracım bu. Benzin mi dizel mi? Dizel araç mı olur be. Benzin tabi ki. Yakıttan korkuyorsan bu aracı alma arkadaşım. olmuş 25 TL ne az yakacak.
"
ds-automobiles-yorumlari,"
Aracı alalı 2 yıl oldu. Mercedes aşığı bir abimizden bana bir araç tavsiye etmesinin istedim. Ben mercedes beklerken o bana bu aracı tavsiye etti. Önce şaşırdım. Sonra test sürüşüne çıktığımda doğru karar olduğunu anladım. Diğer araçlar ile de test sürüşüne çıktım ama olmadı. Bu araç şimdi size ne yazsam anlamayabilirsiniz. Çünkü aranızda belki de lüks araba aşıkları vardır. Parası bol olan. Ben mercedes, bmw, volkswagen,volvo gibi araçları istiyorum.
"
ds-automobiles-yorumlari,"
Bende almak istiyorum kıronik bir yada dahafazla sıkıntısı varmı acaba
Gerçekten bilmek istiyorum bu fiyatlara bu dolulukta araç bulmak çok zor
Bana ne önerirsiniz
Yardımcı olursanız çok sevinirim
"
ds-automobiles-yorumlari,"
Mükemmel bir otomobil.Devamlı model yeniliyerek kullanıyorum.Şu an 2017 model 55000 km de. Yie bunu satıp 2021 midel alacağım
"
ds-automobiles-yorumlari,"
Servisinin sadece koluman olması biraz sıkıntı randevu geç alınıyor benim gibi Beylikdüzü nde oturanlar için bir de maslağa gidiş
"
ds-automobiles-yorumlari,"
bütün ön yargılarınızı yıkın araç süper
"
ds-automobiles-yorumlari,"
Kalite ve konfor açısından üst düzey bir araç
"
ds-automobiles-yorumlari,"
4 aydır kullandığım bir araç her ne kadar çok tarz ve lüks olsada ancak yürüyen ve şanzıman iyi değil, aşırı hisli bir şanzıman ve malzeme kalitesi içeride çok iyi olmasına rağmen göremediğiniz parçalarda o kadar iyi olmadığını kullandıkça anlıyorsunuz esaslı bir kullanıcı için üst segment bir araç değil.
"
ds-automobiles-yorumlari,"
geniş konforlu her yaşa herkese hitap edebilen içeriye ses almaması ayrı bir konfor
"
ds-automobiles-yorumlari,"
merak ettigim araçlardan biri dıştan gayet güzel
"
ds-automobiles-yorumlari,"
aracın yol tutuşu çok iyi
"
ds-automobiles-yorumlari,"
bu ds5 1.6 e_ hdi motor aracın istanbul anadoluyakasında bakım ve onarımından tam olarak anlayan özel servis adresi istiyorum yardımcı olursanız sevinirim
"
ds-automobiles-yorumlari,"
bir hafta oldu alalı.vw passatla crosback 7 benzinli opera donanım sevyesiyle takas ettim.hep vw kullanıcısıydım.xc 40 .audi q3.mercedes glb.tiguan vb.birçok aracı hem inceleyerek çoğunu da kullanarak test imkanım oldu.her yönüyle bunların üstünde .keyifle kullanıyorum
"
ds-automobiles-yorumlari,"
Merhaba opera dizel kullanıyorum 5 yılda 24 arac kullandım cogunluk bmw 3-4-5 kasa inanın bu araca bı aydır biniyorum insan konfor teknolojiyi bu aracta buluyor yakıt olarak konfor olarak on numara arac kesinlikle tavsiye ederim
"
ds-automobiles-yorumlari,"
Tek kelime ile mükemmel
"
ds-automobiles-yorumlari,"
205 binde ds5 alıcam neyine dikkat etmeliyim?
"
ds-automobiles-yorumlari,"
Arkadaşlar ds7 mi? BMV X1 mi?
"
ds-automobiles-yorumlari,"
Fiyat?
"
ds-automobiles-yorumlari,"
Sl arkadaslar ben ds4 aldim depraj kokusu var normalmi bide el fireni Zoé
"
ds-automobiles-yorumlari,"
Üzeliklerine ve fiyatına bakınca hacı murat tercih ederim hacı murata daha çok üzelikler var
"
ds-automobiles-yorumlari,"
İnceledim birde kullanmak lazım.İyi bir araca benziyor
"
ds-automobiles-yorumlari,"
aracı daha geçen hafta aldım bmw 5.20 vardı takasta kullandım teredütlerim vardı ama boşuna endişelenmişim. Hız Perfonmas Konfor ve fiat uygunluğu aracı emsallerine göre öne çıkarıyor.Yol tutuşu da mukemmel .İç ve dış tasarım da sizi özel hisettiriyor.Tavsiye ederim
"
ds-automobiles-yorumlari,"
muhteşem bir araç, rakibi yok su an fiyat / performans olarak.
"
ds-automobiles-yorumlari,"
ds 7 crosbek alıyorum şu an test suruşu ıcın araç var bende araçla otobana çıktım gıdışı yol tutuşu hızlanması ve vites değişımlerı çök güzel hoşuma gitti araçta tek beğenmedğim güneşlıklerı nı ve gözluk cebını çök basıt yapmışlar onun harıcınde araçta eksık birşey göremedım ve daha once mercedes e 180 kulllanıyodum
"
ds-automobiles-yorumlari,"
Biraz handal bi araç ama ben memnunum .
"
ds-automobiles-yorumlari,"
BU ARACIN HERŞEYİMİ MÜKEMMEL HİÇMİ SORUNU YOK
"
ds-automobiles-yorumlari,"
Ds7 grand chich 2.0 dizel surumunu kullaniyorum. Tek almadigim kaza kamerasi. Atonom surus destekleri cok iyi calisiyor. Konfor modunda biraz fazla yatiyor ama yoldan cikarmis gibi his yok. Tek sikintim koltuk sogutma 3 ncu seviyede biraz sesli. Daha once xc60 kullanicisiydim. Ama yalitim ve arka koltuk mesafesi icin ds7 secmisken. Kullanirken konforun bir nebze daha iyi oldugunu hissettim. Aracin arka koltuklari cok rahat genis.
"
ds-automobiles-yorumlari,"
2 yıldır kullanıyorum çok keyifli konforlu bir araç bakıyorum muadili yok.
"
ds-automobiles-yorumlari,"
7 aydır aracı kullanıyorum.Bmw 5 kasa kullanıyordum daha önce.Bu aracı tucson xtrail 3008 tiguan gibi araçlarla kıyaslamak çok yanlış olur.Aracı araştıran arkadaslara hiç düsunmeden almalarını tavsiye ederim.Bütceniz uygunsa opera versiyonu nu tercih edin.Üst segment araçların çoğunu kullandım.Bu araçtaki keyifi hiçbirinde alamadim.Araç kesinlikle bağımlılık yapiyor.
"
ds-automobiles-yorumlari,"
araç 10 numara iyiki de almışım diyorum...
"
ds-automobiles-yorumlari,"
Süper makine herkese tavsiye ederim adamlar yapmış ellerine emeklerine sağlık severek biniyorum
"
ds-automobiles-yorumlari,"
Ben 24 saat test sürüşü yaptım gerçekten insanı tatmin edici bir konforu ve stili var bunu yıl başından sonra alıcam sadece sanki biraz gürültülü çalışıyor dizel versiyon benzinli 225 beygir 100 km denedim 11.5 litre yaktı ama çok zorladım
"
ds-automobiles-yorumlari,"
Kullananlrdan bir yorum alabilirmiyiz ?
"
ds-automobiles-yorumlari,"
şanzumandan çok şikayet olduğunu söylüyorlar onun haricinde çok güzel bir araç yorumları hep okudum otamatik şanzumandan problem
"
ds-automobiles-yorumlari,"
Arkadaşlar bende iki yıldır 2013 1.6 dizel olanı var araç güzel her şeyi ideal tek şikayetim 50 60 km hızlarda kasis veya rogar çukurları malum geçerken aracın arka kısmı sanki sağa sola bir iki defa sallanıyor gibi acaba bir sıkıntısı mi var yoksa banami öyle geliyor veya normalmi suspansiyon sert oldugundanmi kullananlar cevap yazarsa sevinirim
"
ds-automobiles-yorumlari,"
Arkadaslar genelde kötu birsey yazilmamis bu araba icin demekki alinabilecek bir arac 15 yildir bmw kullaniyorum ilk defa baska markanin aracina binecegim hadi hayirlisi
"
ds-automobiles-yorumlari,"
Bende yarın alıyorum yani 26 08 2019 da bakalım göreceğiz nasıl araç olduğunu
"
ds-automobiles-yorumlari,"
Muhteşem bir tasarıma ve donanıma sahip 1.6 hdi motorlar hem yakıt tasarrufu sağlıyor hemde performansı tatmin ediyor. Yarı otomatik eat şanzıman silkme yapabilir ama çabuk ısınma ve sürekli arıza verme gibi problemler yok. Türkiye de bu donanımda ve bu sınıfta 80 90 bin TL aralığında başka araba yok.
"
ds-automobiles-yorumlari,"
Abicim çok arıza yapıyor ve arızaları ı çözemiyolar çünkü çok elektronik araç sensör arızalı diyorlar değiştiriyorlar ama düzelmiyor sıkıntısı çok oluyor yolda giderken esp asr yanıyor araç pusuyor 3000 devirdi geçmiyor araç arızası ı bulamıyorlar birde calıştırıyorsun 1 2 dk sonra stop ediyor araç baskasında böyle sıkıntılar olıyormu
"
ds-automobiles-yorumlari,"
2012 DS5 KULLANIYORUM SIFIR ALMIŞTIM VE HALA KULLANIYORUM BU ARAÇ BAŞKA BİR ŞEY BU PİYASA ŞARTLARINDA BU RAKAMLARA BU DOLULUKTA BU GUZELLIKTE ARAC IMKANSIZ SERVISINDEDE SIKINTI YOK KESINLIKLE DUSUNMEYIN ALMAK ISTEYENLER TEMIZINI BULURLARSA ALSINLAR
"
